latitude,longitude,elevation,slope,rainfall_24h,rainfall_72h,rainfall_intensity,soil_moisture,satellite_indicator,historical_landslide_occurrence,latent_risk_score,risk_level,risk_category,region_state
26.9442,88.24787,2102.9,39.61,57.74,119.02,7.14,58.97,51.28,85.93,46.55,1,moderate,West Bengal
11.60421,76.32855,1148.8,42.8,89.12,243.16,11.19,73.42,67.51,94.71,74.41,2,high,Kerala
11.69738,76.02644,883.4,43.56,48.57,109.16,3.19,75.0,46.67,79.92,56.8,1,moderate,Kerala
27.01038,93.69692,809.1,36.99,168.0,325.02,20.41,88.16,87.85,53.44,86.84,3,critical,Arunachal Pradesh
25.23696,91.65586,1425.3,41.21,66.42,255.88,9.44,71.5,78.5,96.59,65.83,2,high,Meghalaya
11.68549,76.16326,880.8,64.77,270.87,637.19,59.44,89.97,93.17,92.77,100.0,3,critical,Kerala
24.66663,93.91766,868.3,46.99,127.54,324.5,20.42,77.55,79.27,88.51,87.53,3,critical,Manipur
25.52455,91.95403,1869.3,48.37,14.04,18.89,0.81,28.23,23.02,84.99,31.66,0,low,Meghalaya
26.04888,91.71438,75.1,30.26,5.18,17.33,0.42,41.85,14.31,65.69,28.26,0,low,Assam
11.69639,75.98776,961.9,51.7,64.93,279.29,7.05,79.08,78.91,91.0,75.15,2,high,Kerala
27.04978,88.19495,2312.1,43.89,6.31,8.23,0.27,39.32,23.48,61.91,28.3,0,low,West Bengal
26.08206,91.80973,50.0,39.52,39.72,93.98,6.32,54.47,36.61,58.99,41.72,1,moderate,Assam
25.63542,94.10441,1432.2,47.85,13.81,40.61,0.93,35.93,30.37,85.54,34.3,0,low,Nagaland
27.40044,88.63664,1602.7,53.85,36.46,109.14,3.21,59.89,40.63,99.52,51.6,1,moderate,Sikkim
27.04012,88.34404,2062.0,33.5,85.28,253.53,15.92,95.0,86.53,76.03,71.32,2,high,West Bengal
26.12025,91.60517,286.8,41.86,158.39,337.98,18.07,78.25,70.49,65.4,92.04,3,critical,Assam
26.93236,88.208,1952.2,44.46,99.33,313.96,11.2,91.25,75.73,86.09,80.0,3,critical,West Bengal
27.27529,88.46396,1808.6,46.43,146.45,353.66,22.06,88.46,75.43,98.57,97.15,3,critical,Sikkim
30.82446,79.00513,3453.1,58.72,14.08,40.68,0.95,47.67,14.28,100.0,50.5,1,moderate,Uttarakhand
30.8065,79.10111,3517.4,63.77,4.3,5.38,0.18,13.39,33.25,97.95,38.44,0,low,Uttarakhand
25.53981,91.82651,2259.8,56.67,16.65,60.76,1.22,35.57,13.04,78.06,40.73,1,moderate,Meghalaya
26.01155,91.72392,50.0,41.96,135.24,288.37,20.87,67.66,62.24,76.03,78.05,2,high,Assam
25.28862,91.66946,1101.5,57.56,0.23,29.9,0.01,30.52,26.79,99.67,42.53,1,moderate,Meghalaya
30.70485,78.94145,3700.5,65.8,2.48,2.8,0.1,28.06,30.55,91.1,41.54,1,moderate,Uttarakhand
25.69338,94.11095,1451.0,40.78,170.89,343.41,23.36,83.3,63.85,67.33,87.36,3,critical,Nagaland
25.25089,91.70065,1371.2,40.62,110.33,229.59,12.19,89.95,79.04,100.0,79.49,2,high,Meghalaya
11.6261,76.26647,1031.3,46.71,1.89,12.44,0.12,28.73,21.1,91.74,32.81,0,low,Kerala
26.18853,91.92604,50.0,36.36,3.69,21.9,0.19,17.3,26.27,78.88,20.99,0,low,Assam
25.27637,91.77432,1300.7,48.24,58.15,90.37,8.37,47.86,43.72,74.78,48.98,1,moderate,Meghalaya
25.14342,91.73402,1501.9,53.83,100.23,263.23,11.08,88.46,84.08,86.46,85.9,3,critical,Meghalaya
31.08797,77.22553,2425.5,62.28,19.0,98.34,2.57,51.0,57.2,92.15,52.14,1,moderate,Himachal Pradesh
11.69423,76.21412,819.1,49.15,5.31,13.33,0.3,33.13,31.21,93.17,35.86,0,low,Kerala
27.20073,93.48816,618.4,34.72,52.89,120.69,7.98,57.19,65.77,53.75,41.71,1,moderate,Arunachal Pradesh
25.64285,91.86544,1982.2,45.8,20.17,42.28,2.26,62.56,30.65,94.37,42.76,1,moderate,Meghalaya
27.35111,88.49363,1666.6,40.59,0.49,13.24,0.03,10.0,20.63,91.87,21.61,0,low,Sikkim
26.14119,91.80484,91.7,34.37,3.09,80.78,0.21,28.38,31.21,67.0,23.67,0,low,Assam
26.94271,88.27282,1916.8,41.89,295.4,653.91,99.69,93.18,80.49,72.16,100.0,3,critical,West Bengal
26.05884,91.82445,138.3,44.66,46.27,85.58,4.26,45.01,65.52,82.66,47.51,1,moderate,Assam
11.56884,76.1622,1093.6,59.43,138.13,275.17,15.45,89.3,90.0,95.5,95.51,3,critical,Kerala
24.80595,93.95912,614.3,39.86,209.31,502.28,46.87,86.15,85.54,66.73,100.0,3,critical,Manipur
25.36035,91.88563,2248.8,39.17,233.3,531.68,96.25,95.11,85.64,83.2,100.0,3,critical,Meghalaya
27.02629,93.63457,902.5,24.74,0.34,48.02,0.03,32.02,28.05,76.83,18.33,0,low,Arunachal Pradesh
26.2123,91.83709,74.2,25.5,1.62,12.29,0.07,11.62,21.08,60.55,14.82,0,low,Assam
27.01802,88.16559,1866.9,46.86,75.38,311.04,10.07,87.09,78.55,85.61,81.08,3,critical,West Bengal
27.36268,88.5411,1596.5,39.8,11.77,12.22,0.61,26.95,22.35,87.44,28.16,0,low,Sikkim
11.57789,76.16313,1212.1,23.2,77.79,124.05,6.17,43.62,64.92,86.22,45.36,1,moderate,Kerala
27.25812,88.58834,1851.4,49.84,4.21,32.2,0.32,44.32,24.58,100.0,42.24,1,moderate,Sikkim
31.24363,77.14078,2282.7,50.47,67.17,111.88,5.43,52.31,52.54,85.86,57.27,1,moderate,Himachal Pradesh
26.04102,91.71789,50.0,24.29,34.35,91.48,3.39,47.29,56.71,71.11,29.52,0,low,Assam
30.70092,78.99681,3772.0,66.61,15.46,19.61,0.76,24.66,22.71,89.85,47.77,1,moderate,Uttarakhand
27.28038,88.6335,1699.0,47.89,157.09,413.9,64.74,88.58,87.04,95.27,100.0,3,critical,Sikkim
30.74563,79.05765,3795.8,46.63,14.41,30.63,0.89,10.31,33.64,92.09,31.91,0,low,Uttarakhand
27.27578,93.66453,859.8,34.73,94.68,279.37,22.12,70.62,66.5,45.04,74.51,2,high,Arunachal Pradesh
25.55957,94.03462,1359.4,41.48,90.71,282.59,9.33,94.9,84.37,80.34,78.86,2,high,Nagaland
24.7936,94.02512,872.7,45.92,78.17,242.39,18.25,68.51,66.18,80.28,68.71,2,high,Manipur
27.10009,88.27937,2075.5,44.18,0.76,25.85,0.04,24.14,14.96,86.8,22.35,0,low,West Bengal
30.7053,79.03117,3726.8,53.88,129.83,321.34,16.31,84.3,75.15,95.8,91.82,3,critical,Uttarakhand
26.34158,91.74079,50.0,25.84,20.35,22.7,1.13,33.64,26.06,55.39,23.47,0,low,Assam
24.89353,94.03777,591.6,49.93,52.88,100.29,7.88,67.52,45.98,99.9,55.15,1,moderate,Manipur
25.28236,91.70308,1427.0,47.14,87.7,305.18,15.22,75.29,90.0,100.0,80.56,3,critical,Meghalaya
27.13518,93.48608,794.2,14.66,1.67,2.63,0.11,34.63,24.91,50.84,9.62,0,low,Arunachal Pradesh
26.13713,91.64763,50.0,33.44,148.44,427.08,18.09,84.27,87.25,72.17,86.49,3,critical,Assam
24.98199,93.8783,751.2,34.95,38.96,119.13,2.67,57.04,30.0,77.23,41.7,1,moderate,Manipur
25.32848,91.67795,1116.5,46.64,202.01,468.94,52.57,89.4,91.4,89.88,100.0,3,critical,Meghalaya
25.54551,91.85939,2137.6,31.5,69.87,244.37,11.63,81.97,82.82,89.29,67.81,2,high,Meghalaya
27.29428,88.60346,1589.4,45.47,111.41,294.51,20.44,82.96,62.94,94.79,81.07,3,critical,Sikkim
26.15123,91.76483,50.0,15.61,37.79,142.95,2.78,75.0,63.6,58.5,40.44,1,moderate,Assam
25.65224,94.06077,1657.1,58.11,0.52,11.43,0.03,12.9,30.25,74.68,33.86,0,low,Nagaland
31.0235,77.19169,2358.3,55.91,72.06,153.12,6.19,49.25,54.04,86.46,62.01,2,high,Himachal Pradesh
25.16223,91.65227,1610.1,42.74,1.04,17.23,0.05,35.37,32.97,83.62,28.17,0,low,Meghalaya
25.258,91.74005,1404.0,48.12,23.4,65.7,2.23,73.63,43.61,83.23,46.58,1,moderate,Meghalaya
27.00368,88.38732,1831.8,49.5,233.33,544.96,54.88,90.56,89.64,77.8,100.0,3,critical,West Bengal
26.20107,91.73547,50.0,42.24,53.07,94.96,7.43,74.85,58.21,71.68,56.32,1,moderate,Assam
27.11272,93.64153,809.0,39.53,95.74,292.37,14.19,77.28,80.62,70.25,79.95,2,high,Arunachal Pradesh
23.46464,93.27763,1657.9,55.87,3.03,4.58,0.18,21.81,21.73,60.9,36.72,0,low,Mizoram
25.37336,91.67007,1627.3,49.68,41.55,48.81,3.01,50.0,15.14,90.72,47.27,1,moderate,Meghalaya
27.32486,88.51298,1747.3,52.34,34.4,115.98,4.27,55.56,50.97,90.32,53.07,1,moderate,Sikkim
24.93151,93.99223,659.1,35.21,62.39,165.85,9.32,70.8,46.0,78.88,55.04,1,moderate,Manipur
26.19769,91.75051,324.5,37.42,46.2,133.73,4.45,58.64,44.88,65.96,50.63,1,moderate,Assam
25.39108,91.78046,1276.4,62.83,5.27,32.74,0.32,35.82,40.08,100.0,51.08,1,moderate,Meghalaya
23.44339,93.29068,1366.5,40.29,2.0,30.27,0.14,10.0,17.96,59.67,27.13,0,low,Mizoram
25.67243,94.18891,1655.1,50.66,43.04,79.27,5.75,60.75,41.35,72.02,53.54,1,moderate,Nagaland
23.51057,93.35406,1736.4,46.97,170.74,332.81,29.54,88.08,81.57,64.24,91.41,3,critical,Mizoram
26.03944,91.70797,356.6,30.96,54.78,159.9,4.79,57.58,30.0,61.28,40.03,1,moderate,Assam
25.68912,91.69869,1856.1,40.32,20.45,74.11,2.31,56.67,45.64,96.64,46.43,1,moderate,Meghalaya
27.00516,88.26967,2114.9,35.83,92.05,287.89,13.58,86.5,87.85,66.63,78.01,2,high,West Bengal
30.70848,78.99396,3811.9,40.56,61.99,129.55,6.83,62.24,44.79,94.09,51.58,1,moderate,Uttarakhand
27.32026,88.5831,1683.0,40.53,5.82,30.65,0.32,28.97,33.29,100.0,33.82,0,low,Sikkim
30.62783,79.02511,3626.5,59.89,139.62,485.43,23.53,99.0,79.4,97.58,100.0,3,critical,Uttarakhand
25.70388,94.05635,1541.9,49.82,116.04,330.41,11.68,84.97,75.63,77.19,89.33,3,critical,Nagaland
26.29173,91.82333,203.7,41.09,142.81,311.03,17.56,77.11,72.15,84.85,86.69,3,critical,Assam
26.22318,91.70267,189.9,46.38,116.61,299.51,13.06,83.4,69.56,71.76,84.4,3,critical,Assam
24.82581,93.887,837.9,34.16,273.11,592.03,48.13,99.0,91.06,72.35,100.0,3,critical,Manipur
27.1118,88.46879,2370.8,32.77,46.16,108.75,6.91,71.03,46.15,78.34,51.63,1,moderate,West Bengal
24.76194,93.90701,820.4,46.88,132.98,324.65,13.47,72.54,80.34,89.21,80.42,3,critical,Manipur
27.39004,88.60576,1591.4,53.63,86.78,332.17,8.9,95.0,81.4,94.58,91.3,3,critical,Sikkim
26.11857,91.52571,50.0,27.98,140.64,333.71,25.44,77.21,83.88,78.77,81.62,3,critical,Assam
31.00551,77.10686,2459.3,58.99,5.33,21.72,0.29,24.61,36.65,96.56,40.4,1,moderate,Himachal Pradesh
25.25556,91.98545,1474.8,41.99,154.45,261.22,17.64,81.61,90.0,88.59,89.01,3,critical,Meghalaya
25.2196,91.78856,1400.5,44.28,67.63,251.7,10.98,80.85,63.73,92.35,75.55,2,high,Meghalaya
27.20651,88.68739,1786.3,57.69,137.91,341.7,14.76,95.0,61.92,87.54,98.97,3,critical,Sikkim
27.33003,88.56542,1690.5,60.7,74.0,245.59,13.71,75.88,66.41,83.37,78.78,2,high,Sikkim
30.84295,79.09064,3796.6,52.12,1.09,27.11,0.06,38.55,26.37,89.18,40.6,1,moderate,Uttarakhand
25.26878,91.77634,1447.9,40.22,6.7,9.14,0.42,28.41,23.62,100.0,34.24,0,low,Meghalaya
31.02397,77.14056,2343.5,46.94,4.62,22.42,0.23,27.27,32.61,88.18,35.05,0,low,Himachal Pradesh
25.62933,91.88857,2035.8,39.26,53.06,103.47,4.11,54.64,39.34,86.56,46.37,1,moderate,Meghalaya
11.63076,75.99114,906.8,44.97,127.53,280.14,14.85,77.97,87.54,81.8,82.92,3,critical,Kerala
26.09082,91.83192,50.0,25.89,27.58,81.89,1.74,51.45,39.46,73.89,33.47,0,low,Assam
25.31151,91.76966,1430.2,51.32,7.92,19.77,0.61,27.15,33.83,100.0,35.69,0,low,Meghalaya
25.75738,94.05599,1468.6,47.81,140.23,279.7,18.31,85.02,77.7,79.58,85.95,3,critical,Nagaland
27.27276,88.653,1417.8,58.21,137.55,244.91,15.53,81.67,69.11,93.7,87.71,3,critical,Sikkim
25.66777,94.01255,1385.8,45.62,157.34,373.21,24.37,79.51,90.0,83.19,95.87,3,critical,Nagaland
30.81736,79.09306,3600.0,62.56,66.75,166.11,5.26,61.49,55.27,93.18,73.42,2,high,Uttarakhand
27.10461,88.27149,2000.7,43.8,76.88,237.54,8.97,81.73,65.03,79.83,75.59,2,high,West Bengal
26.03328,91.77508,159.9,37.63,51.85,64.9,6.29,55.32,59.67,75.01,45.32,1,moderate,Assam
26.98558,88.32599,2036.8,31.0,36.46,123.03,5.28,65.76,70.0,78.92,53.39,1,moderate,West Bengal
27.43323,88.54398,1596.2,36.84,42.76,126.41,3.63,71.36,49.4,100.0,49.57,1,moderate,Sikkim
27.01466,93.611,780.5,24.3,38.64,113.84,4.33,58.99,48.69,65.37,35.91,0,low,Arunachal Pradesh
25.26236,91.5879,1417.9,41.34,5.42,14.62,0.26,24.5,39.66,99.32,32.73,0,low,Meghalaya
27.26191,88.51222,1691.2,50.54,19.85,53.48,1.32,36.37,34.52,79.05,38.27,0,low,Sikkim
27.03017,88.16562,1892.7,42.43,122.93,238.39,16.09,86.92,72.16,85.19,83.16,3,critical,West Bengal
25.26836,91.75313,1253.2,46.24,73.34,315.09,9.95,80.68,65.06,96.88,77.98,2,high,Meghalaya
27.29107,88.60195,1549.6,39.73,7.4,18.07,0.47,16.37,26.39,100.0,31.39,0,low,Sikkim
11.71533,76.10721,1156.0,46.6,35.18,89.23,3.13,63.16,70.0,100.0,54.54,1,moderate,Kerala
27.35256,88.64011,1690.8,51.58,39.35,57.61,1.87,16.87,30.59,100.0,44.03,1,moderate,Sikkim
27.23756,88.40439,1804.1,51.97,57.86,135.36,4.82,60.63,47.03,100.0,56.73,1,moderate,Sikkim
11.73093,76.13668,978.4,46.4,42.78,127.09,3.46,58.71,31.61,92.41,51.0,1,moderate,Kerala
24.78259,93.9578,755.2,11.95,13.21,18.05,0.68,27.6,27.04,67.38,18.13,0,low,Manipur
24.68457,93.90566,774.7,47.88,50.2,94.56,4.54,69.81,58.73,70.34,56.91,1,moderate,Manipur
27.04202,88.26644,2002.8,44.19,6.76,14.36,0.29,31.23,5.0,80.2,23.38,0,low,West Bengal
11.50425,76.16158,1208.4,52.91,29.66,114.09,3.21,67.07,48.53,86.46,49.76,1,moderate,Kerala
11.63096,76.14665,1121.9,59.24,51.68,97.18,6.95,70.51,46.77,100.0,66.04,2,high,Kerala
26.97551,88.28173,1876.1,48.63,133.99,324.64,14.14,69.01,70.2,77.57,81.62,3,critical,West Bengal
24.82871,93.98376,1079.8,24.86,24.35,58.69,1.09,30.44,23.58,86.32,19.65,0,low,Manipur
23.39192,93.29481,2038.7,40.13,73.14,125.68,7.17,48.44,65.69,75.64,49.17,1,moderate,Mizoram
26.29757,91.64692,125.9,26.52,170.52,344.76,17.26,68.49,80.19,66.06,74.54,2,high,Assam
25.25473,91.71414,1506.5,58.18,37.96,123.67,2.69,47.49,55.77,93.01,55.91,1,moderate,Meghalaya
11.58336,76.16234,1051.4,56.44,65.71,131.85,6.05,47.2,62.08,91.51,60.37,2,high,Kerala
25.83149,91.81594,50.0,39.71,76.76,147.69,7.73,64.4,35.24,70.25,54.4,1,moderate,Assam
25.51416,91.84062,1897.8,46.97,110.82,342.38,26.91,71.12,74.05,92.59,92.42,3,critical,Meghalaya
24.80567,94.02261,821.8,38.83,94.21,335.04,17.45,75.95,70.21,100.0,82.33,3,critical,Manipur
27.28347,88.54156,1378.1,43.74,54.14,87.89,7.45,67.63,55.88,100.0,57.19,1,moderate,Sikkim
27.13487,88.15906,2112.6,38.43,58.97,120.64,7.25,72.78,64.13,71.86,56.13,1,moderate,West Bengal
27.19154,93.48696,549.2,43.84,126.84,400.58,24.85,69.13,90.0,54.4,85.17,3,critical,Arunachal Pradesh
24.82574,93.89035,705.3,29.94,43.19,91.78,4.28,60.43,46.89,90.98,39.87,0,low,Manipur
31.11165,77.30154,2350.0,39.99,143.86,362.53,23.82,84.63,68.54,100.0,88.54,3,critical,Himachal Pradesh
27.25911,88.48042,1727.0,53.98,60.39,102.07,7.61,54.38,52.36,83.83,60.73,2,high,Sikkim
25.38294,91.90687,2118.3,41.35,145.8,283.24,20.59,93.29,70.01,98.96,93.92,3,critical,Meghalaya
25.70527,94.07962,1371.8,39.48,5.86,21.28,0.37,18.78,26.79,66.69,22.78,0,low,Nagaland
24.75522,94.03757,877.9,29.57,169.7,403.98,22.6,77.13,76.59,83.96,88.39,3,critical,Manipur
11.81138,76.14247,841.0,54.42,45.57,86.45,4.17,51.73,44.7,94.04,57.97,1,moderate,Kerala
26.18166,91.73036,223.1,37.19,160.31,434.0,29.05,91.5,90.69,69.45,96.76,3,critical,Assam
30.66828,79.06509,3842.6,54.09,32.76,177.63,4.51,82.76,63.0,98.37,66.84,2,high,Uttarakhand
23.4041,93.27989,1657.6,53.42,0.59,7.69,0.04,49.29,33.82,78.55,42.98,1,moderate,Mizoram
25.43467,94.05304,1205.4,46.48,5.93,70.14,0.3,30.56,13.35,77.61,32.44,0,low,Nagaland
25.47108,91.8778,1927.0,47.19,171.55,300.42,26.2,70.8,77.38,81.37,89.7,3,critical,Meghalaya
25.68224,94.11346,1411.4,58.98,168.58,393.65,36.58,78.86,76.13,76.93,100.0,3,critical,Nagaland
26.1581,91.5967,170.5,20.91,13.88,30.63,1.14,39.07,26.36,78.19,22.45,0,low,Assam
11.67207,76.03744,878.8,50.83,151.35,261.04,20.8,75.31,77.78,80.66,86.45,3,critical,Kerala
27.42391,88.52856,1697.7,55.31,122.19,274.2,13.49,78.15,63.61,81.41,82.7,3,critical,Sikkim
26.13163,91.6754,50.0,22.1,54.28,109.75,3.93,42.08,48.99,68.83,35.42,0,low,Assam
25.31005,91.73398,1431.1,42.72,16.09,28.16,0.96,34.21,21.17,97.59,30.8,0,low,Meghalaya
11.58311,76.08921,866.3,57.68,123.0,238.36,26.98,80.97,68.11,93.1,90.63,3,critical,Kerala
27.00772,88.37214,2239.7,55.45,47.84,127.41,6.03,48.45,44.98,69.6,48.57,1,moderate,West Bengal
25.20235,91.72887,1420.6,49.93,12.12,28.25,0.51,37.98,31.95,92.68,34.31,0,low,Meghalaya
31.0062,77.18184,2306.2,41.75,7.95,23.97,0.5,14.16,28.2,81.51,24.59,0,low,Himachal Pradesh
27.33908,88.62929,1395.1,37.54,143.69,266.87,17.23,76.59,75.31,90.15,87.33,3,critical,Sikkim
31.17922,77.28425,2128.7,61.13,1.21,4.47,0.06,50.0,35.06,89.41,48.45,1,moderate,Himachal Pradesh
27.36829,88.62249,1753.1,39.38,167.61,347.4,26.42,83.25,86.72,81.85,93.32,3,critical,Sikkim
30.72934,79.07397,3587.8,59.24,59.82,89.83,4.39,57.3,48.43,93.92,58.75,1,moderate,Uttarakhand
25.40422,91.68571,1515.3,61.03,22.46,25.66,1.41,27.96,19.81,88.97,38.91,0,low,Meghalaya
26.97929,93.72875,912.1,41.92,276.18,564.21,117.87,84.03,91.15,62.41,100.0,3,critical,Arunachal Pradesh
31.13951,77.11447,2068.2,46.52,3.74,6.74,0.18,38.29,29.61,86.34,30.32,0,low,Himachal Pradesh
25.58896,94.09176,1359.0,40.33,40.32,90.41,4.76,75.0,48.59,79.21,47.57,1,moderate,Nagaland
23.39709,93.38584,1556.4,41.8,81.68,311.27,10.14,74.68,85.1,71.38,74.15,2,high,Mizoram
25.83589,94.07038,1459.4,50.22,186.42,591.54,76.83,83.49,80.53,77.9,100.0,3,critical,Nagaland
27.31983,88.68812,1344.2,43.55,234.83,582.87,95.33,98.35,83.63,90.31,100.0,3,critical,Sikkim
24.96863,93.93196,918.2,40.93,1.84,26.35,0.13,10.0,29.7,89.98,25.99,0,low,Manipur
25.80346,94.13828,1525.6,57.92,203.86,595.79,95.86,89.39,83.15,64.79,100.0,3,critical,Nagaland
27.07371,93.53929,891.0,29.13,232.7,592.94,59.5,99.0,94.51,53.42,100.0,3,critical,Arunachal Pradesh
23.40466,93.29817,1690.8,34.92,150.45,281.48,19.58,80.95,69.24,68.33,80.41,3,critical,Mizoram
11.62867,76.09432,778.4,54.07,163.65,326.99,17.26,86.62,76.1,97.67,100.0,3,critical,Kerala
11.80813,76.19281,904.7,46.98,61.35,109.48,7.04,75.0,48.04,87.6,60.49,2,high,Kerala
24.89717,93.92869,816.3,48.31,102.75,307.06,13.47,83.5,83.0,88.7,86.58,3,critical,Manipur
24.83278,93.73369,952.4,47.84,49.22,94.89,3.95,36.43,50.1,77.55,41.15,1,moderate,Manipur
25.53361,94.03177,1321.6,36.2,168.37,531.15,65.59,86.67,78.47,75.37,100.0,3,critical,Nagaland
31.10372,77.37062,2133.9,54.96,39.14,96.7,5.35,65.58,49.68,100.0,57.24,1,moderate,Himachal Pradesh
27.44193,88.65967,1557.3,48.02,3.78,10.44,0.16,42.18,27.36,83.18,39.93,0,low,Sikkim
25.29615,91.61886,1400.6,56.48,4.93,50.39,0.31,35.03,19.75,91.59,39.67,0,low,Meghalaya
31.11626,77.15096,2041.6,53.19,9.41,27.18,0.41,44.12,23.89,100.0,46.56,1,moderate,Himachal Pradesh
27.43071,88.61757,1528.9,51.54,0.03,19.12,0.0,45.58,34.89,82.56,31.61,0,low,Sikkim
23.40186,93.46424,1502.2,45.25,30.95,86.46,2.75,63.45,55.03,66.33,44.98,1,moderate,Mizoram
25.27978,91.77346,1437.3,48.32,35.06,118.04,2.34,51.39,37.56,86.38,46.23,1,moderate,Meghalaya
24.84955,93.78384,807.3,41.71,3.39,26.52,0.17,27.99,29.08,74.78,26.59,0,low,Manipur
25.31993,91.78027,1428.2,40.82,34.84,88.66,4.86,64.65,54.13,92.61,47.77,1,moderate,Meghalaya
25.7777,94.09187,1311.5,49.66,3.39,22.95,0.23,20.51,24.09,72.06,33.65,0,low,Nagaland
25.34186,91.91009,2188.9,42.93,37.3,122.15,2.52,66.58,43.39,76.75,49.08,1,moderate,Meghalaya
26.87848,93.51075,703.0,27.55,65.86,136.49,4.28,60.15,57.94,51.35,47.81,1,moderate,Arunachal Pradesh
26.13344,91.88499,229.7,41.82,126.6,319.83,22.26,78.81,76.61,68.67,83.24,3,critical,Assam
25.52841,91.90247,1963.5,34.1,9.73,22.93,0.63,34.31,22.87,66.95,26.66,0,low,Meghalaya
25.75151,94.24509,1408.3,44.96,164.8,377.03,34.97,69.87,84.71,82.0,92.6,3,critical,Nagaland
25.60665,91.81958,2090.6,20.34,31.14,93.27,2.39,53.87,52.41,79.24,33.77,0,low,Meghalaya
26.03057,91.77714,111.8,31.97,111.0,275.28,11.35,80.58,70.15,59.7,64.0,2,high,Assam
11.6812,76.1299,1228.8,52.33,121.79,253.48,20.92,68.62,67.23,98.22,84.34,3,critical,Kerala
25.66361,93.96604,1400.3,59.72,13.91,16.64,0.78,19.6,16.71,76.65,39.08,0,low,Nagaland
31.18457,77.22704,2313.8,48.47,31.34,111.32,2.22,73.01,48.78,98.58,58.98,1,moderate,Himachal Pradesh
30.74646,79.08175,3814.2,51.66,1.65,2.87,0.11,25.75,27.87,100.0,32.79,0,low,Uttarakhand
24.91597,93.89836,838.3,37.91,41.1,55.74,2.92,26.05,18.82,73.85,27.44,0,low,Manipur
30.62052,79.04172,3387.6,41.34,2.2,16.88,0.11,17.61,32.09,100.0,24.87,0,low,Uttarakhand
31.1605,77.23705,2185.2,45.77,112.8,339.44,11.76,74.63,70.31,86.89,75.44,2,high,Himachal Pradesh
25.72268,93.95692,1233.3,55.46,124.93,304.84,13.63,75.89,75.37,76.03,83.87,3,critical,Nagaland
27.20611,88.6736,1664.3,58.25,54.68,56.06,4.05,75.0,40.78,83.92,58.43,1,moderate,Sikkim
26.97732,93.65475,572.9,48.37,59.69,139.45,9.0,56.74,51.82,59.18,53.2,1,moderate,Arunachal Pradesh
11.53975,76.17608,800.3,63.49,13.51,24.59,0.58,14.98,27.33,95.32,40.54,1,moderate,Kerala
31.09882,77.25296,2285.3,46.36,61.22,123.62,8.66,53.49,52.05,87.44,57.79,1,moderate,Himachal Pradesh
25.45079,91.87586,1862.7,43.56,2.13,38.46,0.17,19.42,15.58,80.58,32.03,0,low,Meghalaya
25.24884,91.56969,1525.3,38.09,49.16,92.07,3.3,59.02,30.0,92.48,46.25,1,moderate,Meghalaya
23.534,93.2823,2008.1,45.74,174.34,647.5,70.61,99.0,95.36,81.46,100.0,3,critical,Mizoram
26.01829,91.77261,50.0,49.32,124.81,258.4,14.12,78.46,67.06,72.37,79.89,2,high,Assam
26.9806,88.23944,2136.9,46.01,198.33,456.85,71.62,90.06,90.68,92.34,100.0,3,critical,West Bengal
25.66591,94.11589,1338.7,47.55,36.48,99.71,2.39,65.41,49.67,86.84,53.09,1,moderate,Nagaland
31.09124,77.02092,2286.0,39.09,44.27,102.66,2.8,46.48,51.41,85.57,38.08,0,low,Himachal Pradesh
26.9022,93.69116,997.0,38.04,277.54,589.72,62.06,92.15,83.37,65.6,100.0,3,critical,Arunachal Pradesh
11.78627,76.1157,855.7,50.31,68.84,144.26,7.08,35.0,61.63,98.34,59.5,1,moderate,Kerala
30.76828,78.99351,3417.8,75.0,56.93,93.39,5.28,49.87,46.07,87.51,66.62,2,high,Uttarakhand
30.69987,78.89525,3554.4,43.84,163.62,515.53,37.0,95.09,75.9,95.03,100.0,3,critical,Uttarakhand
26.17167,91.84074,50.0,40.86,63.23,142.05,8.78,35.0,30.0,78.62,39.69,0,low,Assam
25.34162,91.78081,1587.4,43.72,47.96,115.99,3.6,75.0,43.49,100.0,55.11,1,moderate,Meghalaya
23.3229,93.34896,1765.2,59.74,42.98,127.67,4.88,50.16,37.46,60.94,49.92,1,moderate,Mizoram
27.11514,93.59149,608.1,46.44,47.16,115.25,6.7,65.8,54.56,50.7,54.22,1,moderate,Arunachal Pradesh
25.78674,94.1891,1541.8,49.25,95.85,259.35,11.91,85.74,69.69,90.42,85.8,3,critical,Nagaland
25.66343,94.09992,1329.3,41.0,51.62,92.02,6.86,52.93,40.86,87.03,47.78,1,moderate,Nagaland
25.64513,91.7941,2120.2,38.53,18.72,38.68,1.29,26.35,21.51,99.03,28.43,0,low,Meghalaya
25.21183,91.7102,1418.8,52.97,79.94,292.61,10.05,84.95,83.34,93.42,84.88,3,critical,Meghalaya
24.74144,93.94096,586.3,36.63,243.56,522.39,96.15,88.31,91.58,75.06,100.0,3,critical,Manipur
26.22329,91.78224,492.6,44.54,5.73,21.69,0.28,36.77,23.07,71.63,31.18,0,low,Assam
27.08415,93.62725,857.6,35.53,60.61,157.25,5.84,69.91,52.32,43.46,50.05,1,moderate,Arunachal Pradesh
30.70761,78.94462,3662.9,52.8,40.17,106.17,3.48,39.93,34.93,100.0,52.4,1,moderate,Uttarakhand
11.6769,75.86878,797.5,65.33,1.92,10.86,0.11,28.95,28.87,91.8,41.83,1,moderate,Kerala
